icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
B181,6207.3413,159.61845,6567.1162,193.35048,650,31874
B182,6077.5977,164.99684,6493.499,192.42361,4943,201007
B188,3672.7063,126.1608,4374.3477,144.53235,24,967
B189,1659.8889,163.17889,1928.0648,195.89755,70,2556
B190,7830.8843,105.40012,8160.8926,116.95676,31,383
B1910,3328.5857,139.18678,3695.0408,169.26892,655,19512
B1911,8127.6147,172.30623,8627.9063,208.84624,32,277
B1920,4087.1572,163.59421,4417.1406,192.3288,3784,103195
B1921,11867.593,191.88655,12636.188,223.32373,518,898
B199,2546.0439,45.447964,2909.2876,49.173191,436,6594
B20,15813.571,213.51195,16967.459,245.3683,20133,119484
B250,25360.842,692.8504,26191.266,863.10443,461,371
B251,7897.2744,209.10092,8663.5918,253.03014,98,333
B252,1594.4304,253.66803,1790.0837,312.57822,127,180
B258,15307.909,699.6521,16339.467,863.28693,1403,1576
B259,8306.9492,660.5863,9007.0977,806.98248,2123,8150
B260,,191.44751,,240.60472,7,35
B262,,101.53297,,127.95514,0,27
B263,,436.38538,,512.15692,2,12
B2681,,100.66972,,110.72861,2,26
B2684,,148.47041,,165.73666,0,12
B2689,7294.103,181.31566,8414.7793,240.09592,56,128
B269,5472.1069,179.01302,6281.6899,230.87709,238,773
B2700,8368.8672,371.40585,9260.1836,451.29181,335,1537
B2701,,173.80626,,212.80376,1,16
B2702,59227.355,,60274.707,,13,1
B2709,15393.313,345.24493,16677.193,419.98114,71,156
B2710,6815.2363,162.9277,7976.2603,189.36444,32,93
B2719,2177.2585,181.80643,2443.8201,212.95572,12,38
B2780,,180.58745,,221.91008,8,211
B2781,,151.10474,,182.09657,1,14
B2789,,150.71635,,175.6925,11,101
B2790,4920.5513,241.32477,5691.1738,297.72574,288,4525
B2791,,220.6875,,267.595,1,20
B2799,6417.0347,170.65431,7113.644,204.92018,26,260
B300,,109.18132,,141.58626,8,2416
B301,2909.0684,90.781898,3626.3616,118.71775,18,3179
B302,,97.019653,,124.52854,1,316
B303,5522.5791,120.11641,6758.0293,159.69284,13,974
B308,6597.4478,91.072166,7715.7129,118.31771,14,3878
B309,3970.7224,104.98047,4515.7842,137.42979,121,23724
B330,5892.1196,208.87421,6743.3916,268.12253,17,374
B331,,70.69857,,78.022003,0,32
B3320,,344.95901,,458.68951,8,53
B3321,2958.1567,232.95317,3546.6289,342.74814,80,118
B3322,7141.3853,174.10158,7958.6025,227.05608,36,210
B3323,7369.9722,175.03799,7893.6187,225.10138,125,364
B3324,13432.823,286.61731,14324.986,351.47351,135,1005
B333,,166.81474,,209.90964,10,141
B334,8256.8193,352.88303,8822.1846,430.99973,35,82
B338,3457.1128,464.30954,3956.5735,576.72095,707,4557
B340,5524.229,328.91171,6190.8408,412.41751,205,602
B341,4979.5537,244.83331,5667.6221,303.44974,408,1085
B342,4855.7349,485.73444,5560.2383,611.26294,1029,980
B343,11936.511,1181.6313,12683.25,1467.152,65,312
B344,,111.38684,,130.63684,1,36
B348,6385.4971,456.96973,7138.1401,578.33179,4505,7912
B349,6229.9082,287.41904,7220.814,378.01093,23997,282410
B350,2850.0183,100.61148,3255.3015,129.82655,42,10199
B351,172.604,65.088013,212.99609,82.899002,9368,1299661
B352,1064.2841,96.570168,1282.545,123.45331,19,4052
B353,1294.7542,100.28515,1537.527,128.35225,1006,170685
B354,2331.9019,101.50353,2711.9126,131.27278,314,92542
B355,4672.7842,128.25926,5397.9126,160.47125,15,1932
B356,3319.4514,113.90424,3840.7087,147.87802,435,65376
B358,7615.2295,116.07268,8280.7627,146.50911,48,6082
B359,2856.728,109.50086,3331.5403,139.24483,146,28868
B360,2275.5464,103.23001,2421.4055,133.52274,24,13820
B361,,86.950294,,109.40856,4,285
B362,,185.42218,,229.89398,5,85
B363,,79.736938,,106.58367,0,46
B368,5177.7339,130.1779,5922.4722,167.35548,97,2695
B369,3011.3298,114.54839,3496.8303,146.39973,579,34856
B370,4791.7681,123.73798,5283.3271,158.75778,3371,118515
B371,9690.1807,421.15732,10282.913,549.79944,2236,1017
B372,3382.1406,111.041,3904.2949,142.82831,1783,130261
B373,4326.0869,127.05867,4894.8672,159.84416,820,119284
B3741,7708.4297,302.20877,8401.3418,394.56335,1910,2896
B3742,6556.7153,129.81052,7300.9893,168.36952,108,7203
B3749,8091.1714,219.27484,8731.2822,283.57257,8113,13799
B375,29103.734,437.29797,31602.342,552.98108,41,61
B376,16872.215,772.01843,18115.607,974.1297,210,244
B377,22032.465,808.71332,23161.742,1053.1597,9196,1950
B3781,7738.5615,439.48132,8377.2119,562.17126,11407,29803
B3782,5092.8604,155.39879,5835.4209,176.57025,55,738
B3783,663.09668,95.994461,708.22498,122.92511,12,1895
B3784,3092.9763,103.72773,3326.9463,132.20238,16,2111
B3789,7404.8071,139.40594,7979.8213,180.32784,955,17245
B379,2615.9285,122.02228,3064.2712,154.90619,2051,68577
B380,13074.539,152.7177,13964.398,191.0273,530,1870
B381,12751.758,175.82289,13542.716,220.28592,97,965
B382,11643.664,160.08983,12474.783,200.36868,807,3244
B383,,132.34406,,167.41093,8,108
B384,23873.934,380.88361,25038.346,476.08713,144,325
B387,21777.65,259.0571,22661.17,323.89688,165,527
B3881,,111.4497,,132.28258,4,26
B3889,16955.732,186.52467,17809.564,231.05589,26,247
B389,3164.7881,145.78082,3483.0322,180.42198,201,3706
B390,6729.9941,121.55422,7163.0259,159.9073,135,562
B391,10519.103,109.04572,11504.25,138.07103,28,238
B392,14493.227,194.53352,15222.606,258.7572,421,1190
B393,21162.324,274.32947,22151.061,350.914,158,344
B394,2551.9719,173.67026,2957.3145,221.15355,42,1423
B395,,90.632065,,116.24772,1,57
B399,11729.735,187.45595,12362.154,238.46387,433,5704
B400,18025.865,254.18457,18740.658,307.12314,47,154
B401,4122.8931,219.45943,4432.1553,278.75436,19,204
B402,16435.068,287.05664,17480.566,372.17169,112,296
B403,,135.16971,,179.60912,10,92
B407,21248.021,298.97101,21879.676,377.56061,52,79
B4089,,166.49571,,208.98642,10,43
B409,4698.8813,204.68114,4903.4414,268.16296,60,578
B410,,74.199181,,94.44735,4,28
B419,,104.26775,,137.48032,3,31
B420,,65.17836,,78.640327,4,28
B421,,156.43826,,190.65794,11,82
B427,,181.95222,,230.22,3,12
B4282,,92.930939,,109.86938,4,25
B4289,,108.86222,,141.66208,6,61
B429,5233.7368,128.39874,6093.3936,161.1918,16,457
B430,,142.17009,,180.46191,0,141
B431,27522.725,102.08591,30289.34,125.09886,20,23
B432,5252.438,216.3179,5812.9805,286.40515,25,548
B438,,146.05357,,183.64751,1,25
B439,,129.74254,,163.43839,0,102
B440,18990.791,229.52962,19869.365,287.51468,777,1108
B441,20833.422,279.63925,21694.016,349.19547,1901,2444
B442,,118.56643,,198.47,1,14
B447,42237.738,919.71655,44860.895,1139.7146,93,95
B4481,9359.5557,321.26746,10025.219,402.19208,473,3308
B4489,20371.9,211.48868,21212.113,263.95169,223,1066
B449,10926.572,207.18379,11481.417,259.36966,1573,5903
B450,17042.994,188.43361,17808.451,235.64131,421,908
B451,31640.877,515.15985,32784.531,658.3786,894,762
B452,27609.529,173.42354,28558.691,207.05725,20,57
B457,29789.73,796.81934,30807.125,995.4007,283,180
B458,10593.097,459.76587,10899.46,572.03955,49,77
B459,1757.0924,257.63492,1898.6556,319.58951,218,967
B460,44061.273,600.97913,44969.223,744.93567,119,134
B461,39905.551,494.06418,41101.168,625.9826,77,109
B462,33800.207,155.229,34445.84,192.4525,18,18
B463,32996.359,232.28119,34726.656,289.71262,41,30
B464,43625.852,2028.4176,46326.52,2528.3101,21,14
B465,29318.783,1775.72,30337.502,2241.009,140,208
B469,8883.0791,486.59525,9521.6797,619.70691,28,131
B470,7462.0142,254.52242,8049.647,322.52948,23,178
B471,30206.316,200.33627,30928.248,255.27617,12,61
B479,8165.9092,628.94617,8828.5576,787.74988,94,646
B481,,116.51981,,149.19321,3,41
B482,,74.314041,,89.319519,7,80
B483,,186.11292,,240.63,2,15
B484,7311.0137,331.91275,7895.9634,409.41492,13,77
B488,16743.348,373.73965,17527.387,473.96698,573,1803
B49,4813.8794,222.85074,5205.3315,281.24997,3689,13873
B500,,177.46375,,217.09453,10,57
B508,,149.272,,183.7525,11,39
B509,5870.3213,182.27257,6719.6499,218.6917,94,264
B510,,74.056412,,80.860977,0,89
B518,,53.424194,,58.629677,1,30
B519,,130.87869,,160.291,6,88
B520,,232.63219,,239.65636,1,45
B529,,100.28172,,106.90257,6,33
B531,,67.246994,,79.856125,2,237
B538,,77.160698,,94.61734,9,257
B54,5486.3521,159.2287,6177.811,202.40028,90,393
B550,,171.82187,,224.11125,1,16
B551,,413.42807,,560.60803,5,103
B552,,118.79321,,150.84465,2,27
B559,,469.47125,,583.81232,0,141
B569,,61.247231,,69.792168,5,70
B570,,103.37406,,131.4025,1,29
B571,,99.955688,,119.10177,2,106
B572,60410.309,172.78177,60825.047,223.047,12,116
B575,,77.831871,,94.990623,0,13
B5800,,174.31386,,222.35909,9,161
B5801,,155.14774,,198.2363,11,1044
B5809,,145.66434,,185.244,2,56
B581,,86.10524,,109.41286,1,14
B582,29523.039,261.832,31680.072,333.17065,77,163
B5881,,51.894444,,51.894444,1,128
B5883,,601.04584,,755.49335,2,16
B5889,36217.898,158.96388,37688.129,200.50482,40,82
B589,11278.463,175.5293,11695.061,219.77499,96,645
B59,16145.935,172.89523,16832.82,218.44507,2768,3183
B600,9454.876,209.3139,10502.979,251.51564,1312,3023
B6010,,155.92516,,189.85693,0,33
B6011,,147.78429,,185.35286,0,17
B6012,,104.03568,,131.96622,0,33
B6013,,393.39377,,520.98914,1,99
B6019,,259.05475,,447.09381,0,17
B602,,111.81529,,139.85883,1,17
B608,,520.22028,,673.79413,7,118
B64,,211.95532,,246.76555,5,142
B650,,138.26666,,162.05641,4,72
B651,,72.958427,,88.028572,1,66
B652,,363.97873,,452.7894,3,13
B653,,109.86974,,140.99992,3,206
B658,,112.97773,,133.4491,3,22
B659,2305.113,125.08821,2470.3281,154.4799,16,254
B661,,66.060295,,78.037651,4,50
B663,,69.671318,,84.418991,6,84
B664,,115.2002,,144.17404,1,49
B665,,76.860771,,97.158333,10,61
B668,,65.656296,,71.129257,1,21
B669,,70.916115,,78.645134,2,141
B670,,205.1689,,266.9028,3,37
B671,,123.22253,,167.90698,8,52
B672,,130.4913,,159.35349,5,21
B674,,92.119545,,112.63273,1,14
B675,,66.651497,,89.236,2,13
B678,11743.577,249.39287,12349.954,318.38425,26,100
B6790,,203.75926,,250.84189,4,84
B6799,,400.42072,,508.11215,7,13
B680,,133.01846,,162.35461,0,12
B681,,68.488884,,83.491112,0,17
B689,,85.055458,,113.65673,3,225
B690,11471.132,259.67447,12278.821,346.79822,98,345
B691,,104.45308,,126.10307,1,13
B6981,,81.719002,,96.023598,1,28
B6989,,64.415848,,72.590446,4,127
B699,,127.33311,,160.9254,10,127
B700,,146.75731,,181.14908,1,95
B701,,70.909378,,81.501877,0,15
B710,,111.69289,,143.04057,0,49
B718,,81.211998,,95.876396,2,24
B719,,102.21552,,121.83831,5,345
B72,,88.580971,,103.8858,3,30
B7301,,71.033844,,77.463844,2,13
B7302,,1149.0671,,1438.7684,1,16
B7309,,51.13303,,57.002121,0,33
B731,365.94693,67.08432,459.93463,83.830681,13,82
B740,,78.204872,,83.57795,2,38
B741,,83.323624,,99.772377,1,132
B743,,101.40647,,124.50853,4,25
B744,,70.645157,,82.135002,0,61
B748,,135.32114,,165.20848,4,39
B749,,129.13699,,164.01135,9,132
B75,,150.92191,,181.62048,2,61
B760,,85.944588,,101.96935,1,61
B768,,107.67841,,137.27591,0,41
B769,,109.31714,,144.16272,5,517
B770,,86.408531,,107.1,3,32
B7781,,98.610001,,123.37144,8,21
B7789,,158.44533,,222.48,0,14
B779,,119.7122,,152.49762,11,328
B780,11827.647,82.532829,12479.689,93.791512,26,139
B781,,78.106209,,95.042122,3,57
B787,,116.52842,,129.66211,8,14
B789,4648.5381,125.77683,4974.6655,153.81203,63,755
B79,,87.30603,,107.34159,0,58
B80,13203.21,99.691422,13903.261,129.22258,14,2010
B810,,142.5766,,170.40213,1,96
B811,,87.781456,,109.5463,2,61
B812,,223.69916,,260.42154,3,84
B813,,286.87231,,374.08847,0,13
B814,,234.69359,,301.97717,0,37
B818,,183.2093,,219.06966,8,44
B820,,126.43834,,160.11656,5,563
B829,3910.926,97.533951,4441.5771,111.44426,25,2827
B830,,108.44369,,139.04652,4,79
B832,,201.79434,,263.66086,7,12
B838,,227.66017,,283.51736,0,47
B839,,98.228661,,115.44147,3,2184
B850,2904.9304,124.19825,3271.115,162.17798,87,5285
B851,7475.4019,158.85422,7979.1582,206.9502,24,1448
B852,1478.7612,127.6378,1668.4543,165.85852,34,2299
B853,,127.93303,,165.01271,1,423
B854,,191.14105,,240.72433,2,67
B86,4556.9668,122.46496,5193.3325,160.90848,849,58338
B870,6819.3389,241.91112,7748.0415,313.72855,37,98
B871,8683.8584,226.14648,9728.4141,285.53226,106,599
B872,,150.28471,,185.31412,5,16
B873,,401.00534,,499.57733,5,15
B874,,401.0657,,518.94891,10,26
B8781,,165.67076,,289.49155,8,12
B8789,3585.1868,361.43204,3980.4082,457.51608,15,67
B879,2334.1038,221.19029,2869.9014,282.23532,104,347
B880,,93.50782,,121.40849,6,5073
B881,,95.705246,,127.19213,0,61
B882,1823.266,136.09323,2091.1689,168.40437,74,1287
B883,,100.163,,127.95767,1,26
B888,4066.9272,136.79704,4794.3589,177.43788,49,2311
B889,1860.1304,114.27236,2116.8491,146.91966,24,2267
B89,1564.303,118.36575,1732.1411,141.71681,134,3412
B900,,263.48001,,364.38593,2,16
B908,,62.623123,,77.720627,1,16
B909,,138.91908,,172.28877,11,224
B91,9616.9199,524.94843,10637.542,667.09735,179,3949
B92,,158.28407,,199.01703,1,15
B940,,125.94598,,165.12122,0,41
B941,10213.122,238.45815,11168.369,299.44278,66,180
B942,,172.26242,,210.46896,2,51
B948,9130.3271,335.87274,10574.004,422.64761,240,576
B949,7426.1763,211.83003,9126.0762,266.34564,29,169
B950,2776.2563,162.14565,3236.2146,205.53732,301,1019
B951,4354.9263,237.68973,5018.7144,310.03464,520,1163
B952,4270.3174,270.93671,5146.5903,339.97421,3226,5331
B953,4097.3638,208.6433,4736.8677,259.42484,378,542
B954,4557.752,242.62018,5250.5947,307.74817,829,1462
B955,4261.7129,234.61325,4926.8979,317.75607,327,856
B9561,4872.0669,233.47952,5815.8745,291.74622,4557,9167
B9562,5486.937,254.10722,6725.5562,321.74356,9278,22007
B957,3597.7336,262.19943,4210.4731,338.38309,1129,3297
B958,3183.6333,156.76254,3773.8032,196.51451,574,7938
B960,4829.5054,214.74974,5875.8892,275.34009,129,507
B961,4460.1177,280.15036,5313.6304,348.84509,3315,4442
B9620,4459.8926,218.10284,5255.71,269.04901,5704,9484
B9621,3162.6633,140.95422,3754.9153,169.10255,59,156
B9622,4260.6782,530.81,5217.9087,663.92828,20,53
B9623,4433.3486,277.9758,5475.7383,329.26593,22,64
B9629,4371.9614,201.98459,5208.5444,257.12708,814,1314
B963,6014.2725,339.63086,6852.3154,424.86469,622,556
B964,4224.0396,210.82178,5156.7588,259.28345,1354,2313
B965,3621.0657,292.67801,4355.9146,373.01956,2992,8184
B966,3125.6973,212.79271,3610.896,261.7739,163,218
B967,5050.9292,170.05853,6065.0562,211.12231,536,1233
B9681,4557.314,108.94552,5359.1665,131.0049,968,40312
B9682,3311.5654,258.12637,4167.8765,390.97015,13,54
B9689,3282.1287,173.42418,3907.6318,217.23369,3911,31460
B970,5371.6074,196.28976,5922.0571,246.67302,27,149
B9710,2874.3496,114.8947,3263.0283,143.12578,50,647
B9711,,120.69985,,145.02617,7,187
B9712,,118.2123,,155.06384,1,13
B9719,6264.4829,270.22214,7228.8564,382.16031,14,33
B9721,3538.9797,92.662392,4040.46,121.5807,22,54
B9729,6896.0396,848.73846,7681.4785,1062.6008,106,211
B9730,,159.77811,,183.01189,1,26
B9733,6001.019,573.7749,7523.1147,699.48273,12,105
B9734,,92.05674,,118.74953,1,33
B9735,8045.4292,515.83319,9043.2256,636.57263,53,721
B974,4463.8208,361.63583,5132.7573,453.79416,1896,3341
B976,,1592.3604,,1971.8282,5,81
B977,,136.08702,,168.79514,3,5971
B9781,5033.061,445.45801,5695.3438,549.06915,540,446
B9789,4572.7734,140.45276,5371.5488,172.80203,401,14004
B998,6024.6768,242.1386,6539.1943,311.21024,464,5179
B999,1553.3273,168.02608,1741.8319,208.63724,7862,69355
C000,16493.262,818.4599,17532.859,1027.5845,52,1797
C001,16285.104,958.12683,17430.236,1205.7336,237,4236
C002,,435.40717,,548.40753,11,249
C003,13376.854,1223.8597,14520.569,1522.8276,16,182
C004,17666.586,955.14679,18594.801,1195.2363,60,607
C005,,367.10022,,461.22726,7,100
C006,17931.75,685.7605,18920.715,845.0166,25,133
C008,32142.807,1276.1982,33278.59,1612.2592,24,164
C009,8503.584,522.41492,9345.499,652.65912,87,1746
C01,18582.162,1150.7355,19563.678,1444.9474,4153,23833
C020,15480.47,915.84674,16510.984,1166.0858,286,1611
C021,18147.146,1023.747,19248.471,1283.4872,2041,5984
C022,16648.742,949.71509,17705.092,1191.8359,390,1650
C023,17009.15,863.90363,18061.791,1085.952,788,3661
C024,11705.492,968.26654,12440.009,1213.4792,110,1313
C028,22155.229,1133.2251,23248.756,1419.4064,672,2484
C029,12497.05,593.599,13446.224,745.36188,4594,23662
C030,16810.354,960.62561,17938.375,1201.7195,428,1511
C031,22827.102,1031.4805,23899.641,1289.7206,845,2439
C039,10465.493,585.0387,11264.655,726.35278,197,1916
C040,27542.773,957.48651,28636.035,1205.5244,579,1834
C041,21114.984,861.72302,22246.555,1083.7667,156,912
C048,29939.588,1308.707,30943.09,1641.7006,269,875
C049,21500.848,657.10284,22542.561,824.3363,1196,4803
C050,18584.973,845.22906,19763.98,1061.4321,555,2421
C051,16259.953,948.35663,17222.725,1189.0298,317,2331
C052,6884.9976,975.7251,7463.061,1227.9962,21,307
C058,19526.754,922.13324,20639.703,1193.2983,75,282
C059,8608.9307,570.71283,9469.0527,714.95459,241,1862
C060,21440.535,921.7981,22553.344,1155.3199,1117,4052
C061,11997.956,563.86005,12962.509,711.29608,90,653
C062,28386.023,1093.7306,29552.008,1370.7677,783,2164
C0680,13592.318,793.95154,14226.747,998.68494,50,275
C0689,23923.215,1048.712,24862.736,1330.6327,401,1273
C069,8902.0566,530.9704,9703.04,666.68481,2131,15700
C07,12444.226,1174.9611,13517.639,1470.3483,3634,14606
C080,12131.885,1030.04,13110.912,1297.3779,427,2521
C081,10274.316,741.77118,11228.848,937.57385,29,258
C089,6080.7856,726.00421,6682.9053,909.31781,414,4828
C090,14613.403,1090.0873,15527.035,1371.1603,463,5532
C091,12926.823,1055.1771,13783.312,1331.3217,174,1817
C098,13271.28,1249.0587,14087.036,1574.0303,264,3107
C099,12304.282,864.39246,13282.192,1087.5972,2738,20186
C100,16301.771,1227.7787,16906.348,1544.5913,69,796
C101,7029.2798,939.85168,7983.7178,1188.5485,90,915
C102,11883.233,1026.1223,12980.596,1282.7552,126,1092
C103,14471.729,1155.0332,15206.854,1462.6262,131,839
C104,11363.25,574.20294,12204.034,730.5517,49,229
C108,18312.414,1245.2584,19189.891,1561.9426,449,2616
C109,11974.559,700.11133,12823.494,880.18842,2157,16120
C110,12623.646,944.13007,14178.596,1186.8218,20,385
C111,15197.363,814.18091,16028.623,1040.5104,209,1814
C112,4767.9473,1071.2969,5140.502,1348.0811,50,653
C113,10616.473,1019.0419,11515.688,1281.6249,76,528
C118,9350.084,1354.9139,9773.708,1687.8715,76,1006
C119,9758.6875,835.36163,10574.268,1047.2081,747,5349
C12,18414.227,1257.436,19239.074,1582.2003,500,2744
C130,23413.381,589.3656,24532.191,737.27148,76,811
C131,16812.994,920.5567,17826.418,1145.9268,109,1217
C132,18882.998,1259.0068,19961.127,1583.1119,136,733
C138,20088.918,1589.2417,20858.934,2000.4426,215,1129
C139,19352.301,769.58313,20357.725,966.19586,1158,4797
C140,9405.6152,523.84515,10147.094,661.9978,1570,9907
C142,,642.15393,,797.32129,4,55
C148,14425.473,920.97772,15085.754,1161.1172,302,2229
C153,16539.627,1118.8035,17308.23,1408.0315,1208,4500
C154,18517.846,1192.4386,19445.689,1503.5403,2237,7269
C155,18365.967,1309.2406,19290.633,1651.3215,10515,31422
C158,15243.69,1040.5198,16097.03,1307.4957,994,5003
C159,7961.6187,804.41254,8649.7715,1016.0532,13916,49138
C160,19754.654,1182.1367,20698.771,1487.9479,8773,20719
C161,12662.254,938.94067,13409.99,1168.2688,916,2579
C162,14589.003,910.30676,15438.215,1138.4078,2557,6815
C163,18884.473,1016.4641,19809.188,1276.5907,3228,4768
C164,18546.262,1017.6911,19413.943,1264.6342,676,1015
C165,14931.104,835.24249,15813.872,1044.8193,747,1621
C166,13949.519,986.14124,14778.001,1238.5217,397,953
C168,13685.35,1066.3719,14434.328,1337.0682,1366,4313
C169,10818.323,838.36151,11544.876,1050.6327,12424,31940
C170,18011.598,973.10486,18826.354,1222.1865,3886,5999
C171,17105.35,910.51855,17919.322,1137.8816,684,1033
C172,13825.234,895.33392,14539.64,1139.3898,988,1449
C173,5119.0977,437.48523,5429.9741,546.07672,14,84
C178,13347.519,954.4234,14220.036,1186.2446,191,573
C179,10627.736,885.97565,11251.889,1113.0419,1913,5317
C180,16212.472,771.98566,17214.375,977.71021,27112,32896
C181,15217.204,839.00122,16048.932,1057.775,3342,8817
C182,15539.847,697.05518,16549.975,879.94666,39352,62549
C183,15897.416,710.23657,16905.176,896.24603,8142,10908
C184,16916.781,711.08936,17962.705,896.53308,16893,21188
C185,17891.352,738.67224,18888.48,935.27576,4063,5443
C186,15749.008,752.19611,16705.652,949.74292,7899,16839
C187,15389.593,864.93561,16393.688,1093.3557,27275,54232
C188,10313.807,785.36975,10952.311,988.45148,2869,11484
C189,6122.2153,652.25806,6746.9556,825.03864,45849,214942
C19,14570.215,793.34521,15519.161,994.57605,16950,40535
C20,12733.803,898.40686,13709.907,1138.2303,29730,91742
C210,8716.3535,757.82898,9448.5127,956.07178,2374,19424
C211,10360.826,989.40179,11089.587,1245.2551,1233,12972
C212,,622.17487,,782.99561,9,224
C218,10796.486,855.33087,11655.455,1082.9301,2393,9888
C220,13583.342,2096.9951,14381.521,2453.3152,19099,57532
C221,13612.971,1221.6862,14334.357,1491.1167,11404,22051
C222,18229.252,803.94409,18805.232,1003.7328,23,184
C223,12272.672,912.76221,13003.341,1118.5476,86,266
